ICRISAT accession identifier,Race,Plant height (cm)-postrainy,Plant height (cm)-rainy,Plant pigmentation,Basal tillers number,Nodal tillering,Midrib color,Days to flowering-postrainy,Days to flowering-rainy,Panicle exertion (cm),Panicle length (cm),Panicle width (cm),Panicle compactness and shape,Glume color,Glume covering,Seed color,Seed lustre,Seed subcoat,Seed size (mm),100 Seed weight (g),Endosperm texture,Thresability,Shoot fly-rainy,Shoot fly-postrainy,Downy mildew % (field),Downy mildew % (glasshouse),Stem borer,Anthracnose,Grain mold,Leaf blight,Midge,Headbug,Rust,Strigol control,Protein (%),Lysine (%),Remarks,Year of characterization,Temperature,Humidity,Rainfall
108,Kafir-caudatum,140,190,Pigmented,3,Absent,Dull green,48,66,5,24,8.5,Semi-compact oval,Brown,Half grain covered,Chalky white,Non-Lustrous,Present,3.8,3.27,Mostly starchy,Freely threshable,Suceptible,Moderately resistant,9,NULL,Highly susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,Kafir-caudatum,135,190,Pigmented,4,Present,Dull green,48,63,14,18,6.2,Semi-compact elliptic,Black,Half grain covered,Chalky white,Non-Lustrous,Present,3.8,2.52,Mostly starchy,Partly threshable,Suceptible,Suceptible,29,NULL,Moderately susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,6.8,NULL,NULL,NULL,NULL,NULL,NULL
110,Kafir-caudatum,130,200,Pigmented,5,Present,Dull green,48,66,8,19.5,6,Compact oval,Black,Half grain covered,Chalky white,Non-Lustrous,Present,3.8,3.1,Mostly starchy,Partly threshable,Suceptible,Suceptible,40,NULL,Highly susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,6.1,NULL,NULL,NULL,NULL,NULL,NULL
111,Kafir-caudatum,140,190,Pigmented,4,Present,Dull green,49,63,15,17,4,Semi-compact oval,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.8,3.04,Mostly starchy,Partly threshable,Highly resistant,NULL,30,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,Kafir-caudatum,135,145,Pigmented,4,Present,Dull green,57,56,16,17.5,4.8,Compact oval,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.5,3.5,Completely starchy,Partly threshable,Highly resistant,NULL,59,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,6.7,NULL,NULL,NULL,NULL,NULL,NULL
113,Kafir-caudatum,125,155,Pigmented,5,Present,White,61,61,15,17.5,5,Compact oval,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.2,3.37,Mostly starchy,Partly threshable,Moderately resistant,Moderately resistant,32,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,Kafir-caudatum,230,95,Pigmented,5,Present,White,69,58,24,19,9,Semi-loose stiff branches,Purple,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.5,4.24,Mostly starchy,Freely threshable,Highly resistant,NULL,85,NULL,Moderately susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,7.7,NULL,NULL,NULL,NULL,NULL,NULL
115,Caudatum,175,320,Pigmented,3,Present,Dull green,53,84,7,20,8,Compact elliptic,Brown,Half grain covered,Chalky white,Non-Lustrous,Present,4.2,3.72,Partly corneous,Partly threshable,Suceptible,Suceptible,27,NULL,Moderately resistant,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,Kafir-caudatum,110,120,Pigmented,2,Absent,Dull green,48,59,9,18,5.3,Semi-compact oval,Purple,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3,3.04,Mostly starchy,Partly threshable,Suceptible,Suceptible,14,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,Kafir-caudatum,120,140,Pigmented,2,Absent,Dull green,50,56,10,20,6.2,Compact oval,Black,Half grain covered,Chalky white,Non-Lustrous,Present,3.2,2.19,Mostly starchy,Partly threshable,Highly resistant,NULL,15,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,7.7,NULL,NULL,NULL,NULL,NULL,NULL
118,Bicolor,210,215,Pigmented,4,Present,Dull green,53,60,6,31.5,19,Very loose stiff branches,Black,Grain fully covered,Light brown,Non-Lustrous,Present,2.5,1.52,Mostly corneous,Difficult to thresh,Highly resistant,NULL,92,NULL,Susceptible,>40% leaf area damaged,No mold on grain surface,21-40% leaf area damaged,NULL,NULL,6-20% leaf area damaged,93.02999878,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,Kafir-caudatum,110,140,Pigmented,5,Present,Dull green,52,74,5,18,7,Semi-compact elliptic,Black,Half grain covered,Chalky white,Non-Lustrous,Present,4,2.92,Mostly starchy,Partly threshable,Moderately resistant,NULL,63,NULL,Moderately susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,Kafir-caudatum,130,135,Pigmented,4,Present,Dull green,48,59,5,19,6,Semi-compact oval,Black,Half grain covered,Chalky white,Non-Lustrous,Present,4,2.71,Mostly starchy,Partly threshable,Highly suceptible,Suceptible,17,NULL,Moderately susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,Kafir-caudatum,145,185,Pigmented,3,Absent,Dull green,45,66,15,20.1,6,Semi-compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,4.2,3.02,Mostly starchy,Partly threshable,Highly resistant,NULL,60,NULL,Susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
122,Kafir-caudatum,110,120,Pigmented,3,Present,Dull green,49,66,3,18,5,Semi-compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,4.5,3.4,Mostly starchy,Partly threshable,Moderately resistant,NULL,59,NULL,Moderately susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,8.4,NULL,NULL,NULL,NULL,NULL,NULL
123,Kafir-caudatum,105,100,Pigmented,3,Present,Dull green,40,50,12,15,5.3,Semi-loose stiff branches,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,4,2.75,Mostly starchy,Partly threshable,Highly resistant,NULL,54,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,21-40% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,6.5,NULL,NULL,NULL,NULL,NULL,NULL
124,Kafir-caudatum,100,110,Pigmented,3,Present,Dull green,50,59,4,20,5,Semi-compact elliptic,Brown,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3,2,Mostly starchy,Partly threshable,Moderately resistant,NULL,68,NULL,NULL,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
125,Kafir-caudatum,175,210,Pigmented,2,Present,White,59,71,24,27,10,Semi-compact elliptic,Black,Half grain covered,Chalky white,Non-Lustrous,Present,3,3.51,Mostly starchy,Partly threshable,Suceptible,NULL,41,NULL,Moderately resistant,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,NULL,NULL,NULL,>40% leaf area damaged,102.6500015,6.8,NULL,NULL,NULL,11.6,67.5,139.8
126,Kafir-caudatum,110,135,Pigmented,3,Present,White,57,65,11,18.5,6,Semi-compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,4,2.83,Mostly starchy,Partly threshable,Suceptible,NULL,64,NULL,Highly susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
127,Kafir-caudatum,105,130,Pigmented,3,Present,Dull green,57,61,6,19,7,Semi-compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,4.2,3.28,Mostly starchy,Partly threshable,Highly resistant,Suceptible,84,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,5.5,NULL,NULL,NULL,11.6,67.5,139.8
128,Kafir-caudatum,100,125,Pigmented,2,Present,Dull green,57,59,3,17,5.5,Semi-loose stiff branches,Brown,Half grain covered,Chalky white,Non-Lustrous,Present,3.5,2.93,Mostly starchy,Partly threshable,Suceptible,Suceptible,49,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
129,Kafir-caudatum,100,105,Pigmented,1,Absent,Dull green,51,54,9,19,6,Semi-compact elliptic,Black,Half grain covered,Chalky white,Non-Lustrous,Present,2.8,2.01,Mostly starchy,Partly threshable,Suceptible,NULL,98,NULL,Highly susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
130,Kafir-caudatum,90,125,Pigmented,1,Absent,Dull green,49,59,2,21,6,Semi-loose stiff branches,Purple,Half grain covered,Chalky white,Non-Lustrous,Present,4,1.89,Mostly starchy,Partly threshable,Highly resistant,NULL,85,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
131,Kafir-caudatum,110,155,Pigmented,1,Absent,Dull green,50,80,7,21,5.5,Compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.8,2.17,Mostly starchy,Freely threshable,Highly resistant,NULL,29,NULL,Highly susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
132,Kafir-caudatum,100,140,Pigmented,1,Absent,Dull green,53,84,6,21.5,6.5,Semi-compact elliptic,Straw,Half grain covered,Chalky white,Non-Lustrous,Present,3.5,1.66,Mostly starchy,Partly threshable,Moderately resistant,NULL,63,NULL,Highly susceptible,>40% leaf area damaged,Considerable mold growth and 26-50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
133,Guinea-caudatum,205,270,Pigmented,2,Present,White,51,77,16,25,5,Semi-loose stiff branches,Purple,Half grain covered,Light red,Lustrous,Absent,4,3.02,Mostly starchy,Partly threshable,Moderately resistant,NULL,63,NULL,Highly susceptible,2-5% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,2-5% leaf area damaged,75.05999756,NULL,NULL,NULL,NULL,11.6,67.5,139.8
135,Kafir-caudatum,100,120,Pigmented,3,Absent,Dull green,49,59,4,19,5.1,Semi-compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3,1.64,Mostly starchy,Partly threshable,Highly resistant,NULL,12,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
136,Kafir-caudatum,110,125,Pigmented,1,Present,Dull green,50,59,8,23,6,Semi-compact elliptic,Brown,One-fourth grain covered,Chalky white,Non-Lustrous,Present,2.5,1.65,Mostly starchy,Partly threshable,Highly resistant,NULL,65,NULL,Moderately susceptible,NULL,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,6,NULL,NULL,NULL,11.6,67.5,139.8
137,Kafir-caudatum,110,120,Pigmented,1,Present,Dull green,46,59,5,23,5.5,Semi-loose stiff branches,Straw,Half grain covered,Chalky white,Non-Lustrous,Present,3.2,2.07,Mostly starchy,Freely threshable,Highly resistant,NULL,33,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,5.5,NULL,NULL,NULL,11.6,67.5,139.8
138,Kafir-caudatum,175,215,Pigmented,1,Present,White,49,76,18,27,10,Semi-compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3,2.65,Mostly starchy,Freely threshable,Highly resistant,NULL,64,NULL,Moderately resistant,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,NULL,NULL,NULL,NULL,98.18000031,NULL,NULL,NULL,NULL,11.6,67.5,139.8
139,Kafir-caudatum,120,150,Pigmented,6,Present,Dull green,46,62,6,21.5,4.3,Semi-loose stiff branches,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.5,3.12,Partly corneous,Freely threshable,Moderately resistant,NULL,71,NULL,Highly susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,NULL,NULL,11.6,67.5,139.8
141,Guinea,280,420,Pigmented,2,Present,White,69,139,17,32.5,7,Semi-loose stiff branches,Black,One-fourth grain covered,Red,Lustrous,Absent,4,3.26,Mostly corneous,Freely threshable,Highly resistant,NULL,64,NULL,Highly susceptible,NULL,NULL,21-40% leaf area damaged,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,Kafir-caudatum,100,140,Pigmented,1,Absent,White,57,59,5,18.5,4.5,Compact oval,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,4,3,Mostly starchy,Partly threshable,Moderately resistant,NULL,10,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,5.2,NULL,NULL,NULL,NULL,NULL,NULL
143,Kafir-caudatum,100,120,Pigmented,3,Absent,Dull green,51,59,4,22,5.5,Semi-compact elliptic,Black,Half grain covered,Chalky white,Non-Lustrous,Present,2.5,2.03,Partly corneous,Partly threshable,Highly resistant,NULL,22,NULL,Moderately susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,5.1,NULL,NULL,NULL,NULL,NULL,NULL
144,Kafir-caudatum,75,110,Pigmented,5,Present,Dull green,93,55,NULL,20,10,Semi-compact elliptic,Purple,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.2,2.41,Partly corneous,Freely threshable,Moderately resistant,NULL,39,NULL,Highly susceptible,>40% leaf area damaged,Considerable mold growth and 26-50% grain surface area molded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,Kafir-caudatum,100,120,Pigmented,3,Absent,Dull green,49,67,NULL,21.5,7,Compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.6,2.19,Partly corneous,Partly threshable,Highly resistant,NULL,18,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,Kafir-caudatum,95,105,Pigmented,3,Absent,Dull green,37,49,7,15,5.5,Semi-loose stiff branches,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.5,2.28,Mostly starchy,Partly threshable,Moderately resistant,NULL,87,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,6.1,NULL,NULL,NULL,NULL,NULL,NULL
147,Bicolor,210,380,Pigmented,2,Present,Dull green,57,83,13,29,21,Loose stiff branches,Black,Grain fully covered,Light brown,Non-Lustrous,Present,2.5,2.03,Partly corneous,Difficult to thresh,Highly resistant,Moderately resistant,62,NULL,Susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
148,Kafir-caudatum,120,165,Pigmented,3,Present,White,53,56,12,18,5.5,Compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.8,2.65,Partly corneous,Partly threshable,Moderately resistant,NULL,79,NULL,Highly susceptible,21-40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,21-40% leaf area damaged,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,Kafir-caudatum,120,150,Pigmented,3,Present,White,57,59,15,21.5,6.2,Compact oval,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.5,3.37,Mostly starchy,Freely threshable,Suceptible,Suceptible,74,NULL,Susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,Kafir-caudatum,130,170,Pigmented,4,Present,White,62,59,8,21,6,Compact elliptic,Black,One-fourth grain covered,Chalky white,Non-Lustrous,Present,3.2,3.08,Mostly starchy,Partly threshable,Moderately resistant,NULL,52,NULL,Susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,Kafir,120,165,Pigmented,4,Present,Dull green,60,54,2,25,7.5,Semi-loose stiff branches,Black,One-fourth grain covered,Straw,Lustrous,Absent,3.5,3.52,Mostly starchy,Partly threshable,Highly suceptible,Suceptible,14,NULL,Moderately susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,21-40% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,Kafir,145,170,Pigmented,3,Present,Dull green,62,59,16,21.5,6.2,Semi-loose stiff branches,Brown,One-fourth grain covered,Straw,Lustrous,Absent,3.5,3.21,Mostly starchy,Partly threshable,Suceptible,Highly resistant,15,NULL,Susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,Kafir,125,150,Pigmented,1,Absent,Dull green,62,63,15,23,5.7,Compact oval,Black,Half grain covered,White,Lustrous,Absent,3.5,2.83,Partly corneous,Partly threshable,Highly suceptible,NULL,15,NULL,Susceptible,6-20% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,2-5% leaf area damaged,NULL,NULL,>40% leaf area damaged,NULL,7.8,NULL,NULL,NULL,NULL,NULL,NULL
154,Kafir,190,215,Pigmented,1,Absent,Dull green,62,59,17,20.2,6.3,Compact oval,Black,Half grain covered,Straw,Lustrous,Absent,3.8,2.89,Partly corneous,Freely threshable,Highly suceptible,Moderately resistant,64,NULL,Highly susceptible,>40% leaf area damaged,Extensive mold growth and more than 50% grain surface area molded,6-20% leaf area damaged,NULL,NULL,NULL,NULL,9.8,NULL,NULL,NULL,NULL,NULL,NULL
