ICRISAT accession identifier,Plant height (cm),Plant width (cm),Plant pigmentation,Growth habit,Basal primary branches number,Apical primary branches number,Basal secondary branches number,Apical secondary branches number,Tertiary branches number,Days to flowering,Flowering duration,Flower color,Days to maturity,Pods per plant,Seeds per pod,Seed yield (Kg/ha),Seed color,Dots on seed coat,Seed shape,Seed surface,100 Seed weight (g),Protein (%),Wilt,Ascochyta blight,Colletotrichum blight,Botrytis grey mold,Pod borer,Year of Characterization,Temperature,Humidity,Rainfall
3819,43,47.7,Low anthocyanin,Semi-erect,2.7,1.3,1.3,4,NULL,67,33,Pink,118,18,1.4,520,Black,Absent,Angular,Rough,9,18.1,Susceptible,Moderately susceptible,Susceptible,NULL,NULL,NULL,40.9,74.8,923.4
3854,57,61,Low anthocyanin,Semi-spreading,2.7,3.3,1.7,6.3,NULL,62,44,Pink,113,42,1.6,1620,Black,Absent,Angular,Rough,11,19.3,Susceptible,Tolerant,Susceptible,NULL,NULL,NULL,39.5,72.8,886.5
3889,52,61,Low anthocyanin,Semi-spreading,2.7,1.7,2,2,NULL,61,29,Pink,109,20,1.2,1000,Black,Absent,Angular,Rough,10,22.6,Susceptible,Moderately susceptible,Susceptible,NULL,NULL,NULL,39.5,72.8,886.5
3923,34,43,Low anthocyanin,Semi-erect,1.3,0.7,1.3,4,6,55,34,Pink,110,55,1.3,1510,Light brown,Present,Angular,Rough,11,24.4,Susceptible,Moderately susceptible,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
3958,43,45.7,Low anthocyanin,Semi-spreading,3.3,1,2.7,3,NULL,64,42,Pink,108,26,1.3,980,Black,Absent,Angular,Rough,10,21,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,NULL,36.4,68.1,896.4
3994,44,53.3,Low anthocyanin,Semi-spreading,2.3,2.3,1.3,2,NULL,70,26,Pink,118,17,1.5,720,Black,Absent,Angular,Rough,10,20.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4031,55,61.3,Low anthocyanin,Semi-spreading,2.8,5,3.4,2.2,0,55,33,Pink,107,24,1.7,670,Black,Absent,Angular,Rough,9.8,21.51,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4067,48,57.8,Low anthocyanin,Semi-spreading,4.4,2.2,2.8,1.8,0,59,19,Pink,95,41,1.5,730,Black,Absent,Angular,Rough,10.3,17.68,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4103,35,39,Low anthocyanin,Semi-erect,2,0.3,1,1,NULL,67,41,Pink,118,12,1.3,400,Black,Absent,Angular,Rough,11,17.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4141,36,54.3,Low anthocyanin,Semi-spreading,2.3,4.3,2,3.7,NULL,58,44,Pink,111,42,1.2,1090,Black,Absent,Angular,Rough,10,21.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,37.4,69.6,948.1
4178,43,37.7,Low anthocyanin,Semi-erect,3.3,3,1,3.7,NULL,67,22,Pink,118,17,1.1,510,Black,Absent,Angular,Rough,11,24.4,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,NULL,37.4,69.6,948.1
4215,57,51.8,Low anthocyanin,Semi-spreading,5,2.4,2.2,2.6,0.2,63,24,Pink,103,53,1.2,1280,Black,Absent,Angular,Rough,9.4,15.71,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.2,67.8,886.4
4252,64,72.6,Low anthocyanin,Semi-erect,2.6,4,4.8,2.4,0.2,57,30,Pink,104,35,1.4,1310,Black,Absent,Angular,Rough,11.2,18.44,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.2,67.8,886.4
4289,43,56.6,Low anthocyanin,Semi-spreading,4,6.4,6.8,6.4,0.4,65,24,Pink,105,73,1.2,980,Yellow brown,Present,Angular,Rough,9.6,20.01,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,38.9,71.8,901.8
4326,44,43.3,Low anthocyanin,Semi-erect,2.7,5,2.7,4,NULL,61,44,Pink,111,35,1.3,1110,Black,Absent,Angular,Rough,10,19.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4364,53,64,Low anthocyanin,Semi-spreading,4,2.3,6.3,2.7,0.3,57,51,Pink,128,40,1.2,620,Black,Absent,Angular,Rough,10,19,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4401,53,61.1,Low anthocyanin,Semi-erect,4.8,8,4.8,8,0.6,63,25,Pink,103,38,1.3,330,Black,Absent,Angular,Rough,9.3,21.3,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,37.4,69.6,948.1
4438,48,47.3,Low anthocyanin,Semi-erect,4,0.3,1.3,2.3,NULL,67,40,Pink,118,13,1.5,460,Black,Absent,Angular,Rough,10,19.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4475,47,47.7,Low anthocyanin,Semi-spreading,2.3,0.3,2,1.7,NULL,80,24,Pink,122,18,1.3,680,Black,Absent,Angular,Rough,9,17.5,Susceptible,NULL,Susceptible,Susceptible,NULL,NULL,36.4,68.1,896.4
4511,29,43,Low anthocyanin,Semi-spreading,2.3,1.3,1,7.7,NULL,51,24,Pink,112,53,1.3,1470,Brown,Present,Angular,Rough,13,17.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,44.1,79.7,1127.6
4548,27,32,Low anthocyanin,Semi-spreading,2.3,NULL,4,0.7,NULL,75,37,Pink,110,21,1.6,710,Yellow,Present,Angular,Rough,11,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,44.1,79.7,1127.6
4584,38,32,Low anthocyanin,Semi-erect,2.7,1.3,2.7,2,1,69,42,Pink,110,19,1.1,1040,Yellow,Present,Angular,Rough,15,19.9,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4620,37,34.3,Low anthocyanin,Semi-erect,3.3,2.7,4,3.3,2.7,64,35,Pink,112,30,1,1690,Yellow,Present,Angular,Rough,13,20.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4656,27,31,Low anthocyanin,Semi-erect,2,NULL,0.3,NULL,NULL,67,39,Pink,105,8,1.3,350,Dark brown,Present,Angular,Rough,9,22.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4693,34,31.7,Low anthocyanin,Semi-erect,2.3,0.3,4,1.7,NULL,67,33,Pink,105,30,1.3,780,Dark brown,Present,Angular,Rough,9,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4730,52,59,No anthocyanin,Semi-spreading,2.3,NULL,1.7,4.7,NULL,67,48,Light pink,124,25,1,1220,Yellowish beige,Absent,Angular,Rough,16,NULL,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,38.8,71.7,977.4
4766,33,35.3,No anthocyanin,Semi-spreading,2,1,2,1,NULL,53,48,White,118,45,1.1,1470,Beige,Absent,Owl's head,Smooth,17,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,40.9,74.8,923.4
4802,39,44.3,Low anthocyanin,Semi-spreading,2.3,5,1,3.7,NULL,59,30,Pink,119,25,1.7,510,Black,Absent,Angular,Rough,10,NULL,Susceptible,NULL,Susceptible,Susceptible,NULL,NULL,38.3,71,918.1
4839,46,45.7,Low anthocyanin,Semi-erect,2.7,NULL,2,NULL,NULL,75,26,Pink,113,8,1.2,1070,Yellow,Present,Angular,Rough,20,26.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,44.4,80,944.7
4875,29,26,Low anthocyanin,Semi-erect,2.3,1.7,3.3,4.7,0.7,47,31,Pink,94,31,1.1,1600,Yellow brown,Present,Angular,Rough,18,17.1,Moderately resistant,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4949,25,30.7,Low anthocyanin,Semi-erect,3,1,3,2.7,NULL,70,47,Pink,118,26,1.2,960,Dark brown,Absent,Angular,Rough,10,24.5,Resistant,NULL,Susceptible,NULL,NULL,NULL,42.3,76.9,1116.8
4985,35,36,No anthocyanin,Semi-erect,2.3,NULL,1.7,2,NULL,67,35,White,110,19,1.5,1000,Yellowish beige,Absent,Angular,Rough,12,NULL,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,44.1,79.7,1127.6
5020,29,37,Low anthocyanin,Semi-spreading,3.7,12,3,12,NULL,59,23,Pink,102,61,1.5,1400,Brown,Present,Angular,Rough,11,NULL,Resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5056,45,34,No anthocyanin,Semi-erect,1.7,3.7,NULL,1.7,NULL,66,33,White,121,19,1,1000,Beige,Absent,Owl's head,Smooth,31,18.7,Susceptible,Tolerant,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5092,29,27,Low anthocyanin,Semi-erect,2.3,1,3,2.3,0.7,98,27,Pink,143,30,1.2,690,Black,Absent,Pea,Smooth,11,18.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5127,42,31.7,Low anthocyanin,Semi-erect,1.7,1.3,5.3,3,4.3,89,30,Pink,156,61,1.1,730,Yellow brown,Present,Angular,Rough,16,17.9,Susceptible,NULL,Moderately susceptible,Moderately susceptible,NULL,NULL,NULL,NULL,NULL
5163,33,29,Low anthocyanin,Semi-erect,2.3,NULL,4,2,2.3,74,45,Pink,112,27,1.1,910,Yellow,Present,Angular,Rough,11,21.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5200,29,36,Low anthocyanin,Semi-spreading,3.3,1.7,1,5.3,NULL,49,34,Pink,100,50,1,890,Brown,Present,Angular,Rough,13,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5237,34,38,Low anthocyanin,Semi-spreading,2.7,NULL,2.3,3.3,NULL,67,27,Pink,112,34,1.3,1180,Green,Present,Angular,Rough,11,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5273,34,39.7,Low anthocyanin,Semi-erect,3,NULL,3.7,2.7,NULL,80,28,Pink,118,45,1,960,Brown,Present,Angular,Rough,12,20.6,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5309,33,28,Low anthocyanin,Semi-erect,2.7,1.3,2.3,6.7,1,83,27,Pink,145,50,1.1,733,Green,Present,Angular,Rough,13,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5345,36,33,No anthocyanin,Semi-erect,3,1,1,3.7,1,85,31,White,121,23,1.1,820,Yellowish beige,Absent,Angular,Rough,11,22.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5382,36,40,Low anthocyanin,Semi-spreading,3.3,NULL,2.3,2.7,NULL,73,32,Pink,113,30,1.2,690,Brown,Present,Angular,Rough,11,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5419,32,33.3,Low anthocyanin,Semi-erect,3.7,NULL,3.3,7.7,4.3,86,32,Pink,132,37,1.3,930,Brown,Absent,Angular,Rough,10,16.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5456,48,20,No anthocyanin,Semi-erect,2,2.3,NULL,1,NULL,45,30,Light pink,94,15,1.4,870,Brown,Present,Angular,Rough,12,NULL,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5492,41,33,Low anthocyanin,Semi-erect,3,1.3,1.7,3,NULL,83,38,Pink,137,31,1.3,1130,Light brown,Present,Angular,Rough,18,16.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5528,40,33,Low anthocyanin,Semi-erect,3.3,NULL,4.7,3.3,NULL,81,42,Pink,142,33,1.7,1300,Light brown,Present,Angular,Rough,19,15.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5529,36,45,Low anthocyanin,Semi-erect,2.3,1,0.3,4.3,NULL,59,39,Pink,110,17,1.3,1240,Light yellow,Present,Angular,Rough,23,15.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5530,42,40,Low anthocyanin,Semi-erect,2.7,0.7,3.7,3.7,4,65,45,Pink,140,69,1.1,1870,Light brown,Present,Angular,Rough,21,15.9,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5531,29,47,Low anthocyanin,Semi-spreading,2.7,4,0.7,6,NULL,49,41,Pink,102,35,1.5,1530,Light brown,Present,Angular,Rough,14,17.5,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5532,31,32.7,Low anthocyanin,Semi-spreading,2,NULL,2.7,4.7,1,60,33,Pink,125,44,1.3,1500,Light brown,Present,Angular,Rough,12,16.7,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5533,29,32,Low anthocyanin,Semi-spreading,2,0.3,2,3,NULL,59,25,Pink,107,30,1.2,1130,Light brown,Present,Angular,Rough,11,18.3,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5534,36,37.4,Low anthocyanin,Semi-spreading,3.6,NULL,6,4.4,NULL,56,38,Pink,107,54,1.4,1040,Light brown,Present,Angular,Rough,13,22.1,Moderately resistant,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5535,35,58,Low anthocyanin,Semi-spreading,2.3,0.7,1,1.7,NULL,61,28,Pink,107,12,1.8,1240,Light brown,Present,Angular,Rough,12,16.4,Resistant,NULL,Moderately susceptible,Susceptible,NULL,NULL,NULL,NULL,NULL
5536,35,34.3,Low anthocyanin,Semi-spreading,1.7,2.7,3.7,5.3,NULL,60,36,Pink,125,61,1,1700,Light brown,Present,Angular,Rough,11,16.7,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5537,34,31.3,No anthocyanin,Semi-spreading,3.7,2.3,NULL,5,NULL,49,30,Pink,102,56,1,1130,Brown,Present,Angular,Rough,14,15.7,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5538,36,35,Low anthocyanin,Semi-erect,3.3,NULL,4,6,NULL,68,42,Pink,132,56,1.3,1900,Light brown,Present,Angular,Rough,12,15,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5539,41,45.3,Low anthocyanin,Semi-erect,2.7,1,1.3,5.7,NULL,59,27,Pink,112,17,1.2,890,Light brown,Present,Angular,Rough,21,16,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5540,46,39.7,Low anthocyanin,Semi-erect,3,1.7,1.3,6.3,1,67,51,Pink,130,41,1.1,1800,Light brown,Present,Angular,Rough,22,16.3,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5541,37,42.3,Low anthocyanin,Semi-spreading,2.7,0.3,NULL,4.7,NULL,67,47,Pink,112,15,1.4,1130,Light brown,Present,Angular,Rough,21,16.1,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5493,46,48,Low anthocyanin,Semi-erect,5.7,NULL,5.3,0.7,NULL,73,32,Pink,116,25,1.4,1290,Light brown,Present,Angular,Rough,19,16.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5494,39,32.3,Low anthocyanin,Semi-erect,2.3,NULL,3,3,NULL,81,39,Pink,135,24,1.4,1170,Light brown,Present,Angular,Rough,17,14.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5495,42,54,Low anthocyanin,Semi-spreading,2.3,NULL,2.3,0.7,NULL,73,30,Pink,119,15,1.3,1420,Light yellow,Present,Angular,Rough,19,16.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5496,40,32.7,Low anthocyanin,Semi-erect,1.7,0.7,2.3,2.3,2.3,84,40,Pink,138,27,1.3,870,Light brown,Present,Angular,Rough,17,15.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5497,42,51,Low anthocyanin,Semi-erect,3.3,0.3,2,2.3,NULL,73,35,Pink,116,16,1.5,1440,Light yellow,Present,Angular,Rough,15,14.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5498,41,37,Low anthocyanin,Semi-erect,3.3,0.7,3.7,6.7,0.7,81,42,Pink,140,55,1.3,1670,Light brown,Present,Angular,Rough,15,14.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5499,40,53.9,Low anthocyanin,Semi-spreading,3.6,1.2,5,1.8,0,50,35,Pink,109,56,1.3,980,Black,Absent,Angular,Rough,10,14.8,Susceptible,NULL,Susceptible,NULL,NULL,2021 PR,NULL,NULL,NULL
5500,27,24,Low anthocyanin,Semi-spreading,2.7,0.3,1.3,10.3,0.3,48,43,Pink,110,75,1.1,1000,Yellow brown,Present,Angular,Tuberculated,14,16.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5501,40,44.7,Low anthocyanin,Semi-erect,2.7,1.3,2,4,NULL,73,43,Pink,124,15,1,1180,Light brown,Present,Angular,Rough,22,15.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5502,41,33.3,Low anthocyanin,Semi-erect,5,0.3,2.3,5,1,79,44,Pink,140,42,1.3,1170,Yellow brown,Present,Angular,Rough,18,15,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5503,42,46,Low anthocyanin,Semi-erect,3.3,1.7,2,4,NULL,67,35,Pink,119,23,1.5,1440,Light yellow,Present,Angular,Rough,20,15.2,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5504,44,34.3,Low anthocyanin,Semi-erect,4.3,0.3,3,7.3,1.3,65,56,Pink,142,51,1.4,1200,Light brown,Present,Angular,Rough,19,16.5,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5505,40,44,Low anthocyanin,Semi-erect,2.7,NULL,4.7,0.7,NULL,80,23,Pink,124,14,1.8,930,Light brown,Present,Angular,Rough,21,16.3,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5506,30,31.7,Low anthocyanin,Semi-erect,2.3,0.3,4,10,NULL,62,31,Pink,120,55,1.1,1000,Yellow brown,Present,Angular,Rough,14,16.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5507,38,46,Low anthocyanin,Semi-erect,3,3,NULL,1.3,NULL,59,35,Pink,112,15,1.1,1470,Light yellow,Present,Angular,Rough,24,15.9,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5508,43,35.7,Low anthocyanin,Semi-erect,3.7,0.7,4.3,12.3,1.3,68,48,Pink,142,78,1.2,1770,Light brown,Present,Angular,Rough,18,15,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5509,34,47.7,Low anthocyanin,Semi-erect,2.3,NULL,1.3,4,NULL,67,30,Pink,112,13,1,1180,Light brown,Present,Angular,Rough,21,15,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5510,44,35,Low anthocyanin,Semi-erect,2,NULL,3,9,1.7,57,49,Pink,142,33,1.2,1930,Light brown,Present,Angular,Rough,24,15.7,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5511,36,44,Low anthocyanin,Semi-erect,2.3,NULL,2.3,3.7,NULL,61,37,Pink,112,28,1.1,1220,Light yellow,Present,Angular,Rough,17,16.5,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5512,45,36.7,Low anthocyanin,Semi-erect,3.7,NULL,2.3,4.3,NULL,71,52,Pink,140,28,1.8,1530,Light brown,Present,Angular,Rough,20,16.1,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5513,39,44,Low anthocyanin,Semi-erect,2.7,NULL,0.7,4.7,NULL,67,35,Pink,112,19,1.4,1020,Light brown,Present,Angular,Rough,17,15.4,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5514,47,36.3,Low anthocyanin,Semi-erect,2.7,NULL,5.7,11.7,2,81,42,Pink,142,50,1.4,1470,Light brown,Present,Angular,Rough,20,18.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5515,40,43.7,Low anthocyanin,Semi-erect,2.7,1.7,0.7,4.7,NULL,67,35,Pink,116,21,1.4,1020,Light brown,Present,Angular,Rough,21,16.1,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5516,47,39,Low anthocyanin,Semi-erect,2.7,NULL,4,11.3,1,62,44,Pink,140,65,1.1,1600,Light brown,Present,Angular,Rough,21,15.2,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5517,45,50.9,Low anthocyanin,Semi-erect,2.8,1.8,4.8,1.6,0,60,25,Pink,110,123,1.02,1000,Yellow brown,Present,Angular,Rough,10,14.9,Moderately resistant,NULL,Susceptible,NULL,NULL,2021 PR,NULL,NULL,NULL
5518,49,37.3,Low anthocyanin,Semi-erect,2.3,NULL,3.3,5.7,NULL,81,43,Pink,140,35,1.3,1400,Light brown,Present,Angular,Rough,18,16.1,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5519,38,54,Low anthocyanin,Semi-spreading,3,NULL,1,1.3,NULL,67,45,Pink,116,14,1.1,1090,Light brown,Present,Angular,Rough,21,15.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5520,41,36,Low anthocyanin,Semi-erect,2,NULL,4.7,6.3,NULL,81,43,Pink,140,33,1.5,1300,Light brown,Present,Angular,Rough,18,15.6,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5521,40,46,Low anthocyanin,Semi-erect,3,1,2.7,3.7,NULL,53,27,Pink,110,37,1.6,670,Black,Absent,Angular,Rough,11,18.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5522,42,33.7,Low anthocyanin,Semi-erect,3,NULL,5,10.7,NULL,79,37,Pink,133,78,1.3,1370,Yellow brown,Present,Angular,Rough,12,15,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5523,40,46,Low anthocyanin,Semi-erect,2.3,0.3,2.3,1.7,NULL,67,25,Pink,111,17,1.3,1160,Light yellow,Present,Angular,Rough,12,14.9,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5524,39,33,Low anthocyanin,Semi-erect,3.3,NULL,3.3,5.3,1.3,57,49,Pink,134,53,1.2,1870,Light brown,Present,Angular,Rough,20,15,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5525,47,52,Low anthocyanin,Semi-erect,2,1,2.3,1,NULL,73,32,Pink,124,8,1,1020,Light brown,Present,Angular,Rough,21,17,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5526,43,33.3,Low anthocyanin,Semi-erect,2.7,1,2.3,5.3,NULL,81,42,Pink,140,41,1.2,1400,Light brown,Present,Angular,Rough,20,16.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5527,37,30,Low anthocyanin,Semi-erect,2.7,1,2.3,3.7,0.7,89,32,Pink,157,32,1.3,1170,Yellow brown,Present,Angular,Rough,20,19.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5542,33,34,Low anthocyanin,Semi-spreading,2,1,1.7,5.3,4,40,51,Pink,126,49,1.1,1670,Light brown,Present,Angular,Rough,16,17.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5543,34,39,Low anthocyanin,Semi-spreading,2.3,2,1.3,5.7,NULL,59,27,Pink,110,36,1.2,1020,Brown,Present,Angular,Rough,13,18,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5544,45,42.3,Low anthocyanin,Semi-erect,3,1.7,4.3,6,NULL,78,40,Pink,135,57,1.1,1670,Light brown,Present,Angular,Rough,22,16.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5545,42,55,Low anthocyanin,Semi-erect,3,NULL,2,4,NULL,70,35,Pink,113,14,1.3,1070,Light brown,Present,Angular,Rough,22,17.4,Moderately resistant,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5546,46,37,Low anthocyanin,Semi-erect,3,1,6,6.7,1.3,75,44,Pink,135,57,1.2,1400,Light brown,Present,Angular,Rough,14,16,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5547,52,59.9,Low anthocyanin,Semi-erect,2.4,3,2.2,2,0.2,66,24,Pink,117,74,1.16,930,Brown,Present,Angular,Rough,10.3,15.4,Moderately resistant,NULL,Susceptible,NULL,NULL,2021 PR,NULL,NULL,NULL
5548,37,37,Low anthocyanin,Semi-erect,3.3,0.3,4.3,5.7,3.7,71,35,Pink,142,52,1.3,2200,Brown,Present,Angular,Rough,11,15.3,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5549,40,49,Low anthocyanin,Semi-erect,3,NULL,5,1,NULL,73,22,Pink,118,18,1.4,910,Yellow brown,Present,Angular,Rough,19,16.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5550,44,38,Low anthocyanin,Semi-erect,2.7,2.3,1.7,5.7,6,68,44,Pink,140,31,1.2,1830,Light brown,Present,Angular,Rough,19,15.9,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5551,38,43.7,No anthocyanin,Semi-spreading,3.7,0.3,2,5.3,NULL,61,40,Pink,112,30,1.2,1160,Light brown,Present,Angular,Rough,24,15.2,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5552,46,36.3,Low anthocyanin,Semi-erect,2.7,2.7,2,2,2,63,49,Pink,142,30,1.2,1430,Light brown,Present,Angular,Rough,19,15.4,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5553,38,44,Low anthocyanin,Semi-spreading,2.7,0.3,2,5.3,NULL,61,35,Pink,112,15,1.5,910,Orange,Present,Angular,Rough,19,15.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5554,45,37.7,Low anthocyanin,Semi-erect,3,1.3,2.3,2.3,0.7,71,52,Pink,140,32,1.2,1770,Light brown,Present,Angular,Rough,20,16.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5555,46,40,Low anthocyanin,Semi-spreading,3.3,1,0.7,5,NULL,61,39,Pink,118,18,1,780,Light brown,Present,Angular,Rough,22,18.9,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5556,39,33.7,Low anthocyanin,Semi-erect,3,0.7,5,4.7,2,64,46,Pink,132,46,1.6,1800,Greyish brown,Present,Angular,Rough,11,15.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
5557,43,64,Low anthocyanin,Semi-spreading,3.7,NULL,0.7,4.7,NULL,67,34,Pink,112,13,1.3,840,Light brown,Present,Angular,Rough,21,15.4,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,NULL,NULL,NULL
